e1	e2	g1	g2	score	e1-tag	e2-tag
meat	soup	Fleisch	Suppe	29	n	n
bacon	chicken	Speck	Huhn	36	n	n
kitten	travel	Kätzchen	Reisen	6	n	n
salad	sweet	Salat	süß	20	n	j
beauty	scenery	Schönheit	Kulisse	37	n	n
soup	view	Suppe	Aussicht	9	n	n
haircut	smile	Haarschnitt	Lächeln	18	n	n
garden	smoke	Garten	Rauch	14	n	n
city	round	Stadt	Runde	15	n	n
tall	tower	groß	hoch	34	j	n
bird	owl	Vogel	Eule	39	n	n
boat	sailing	Boot	Segeln	42	n	n
arm	outdoor	Arm	Außen	9	n	j
poodle	terrier	Pudel	Terrier	39	n	n
bacon	soup	Speck	Suppe	32	n	n
happy	kid	glücklich	Kind	29	j	n
game	sign	Spiel	Zeichen	14	n	v
berry	raspberry	Beere	Himbeere	42	n	n
escalator	metro	Rolltreppe	U-Bahn	26	n	n
bed	sleep	Bett	Schlaf	42	n	v
journal	squirrel	Zeitschrift	Eichhörnchen	6	n	n
guy	sport	Typ	Sport	31	n	n
brick	rabbit	Ziegel	Kaninchen	5	n	n
bench	boardwalk	Bank	Promenade	26	n	n
ceiling	wall	Decke	Wand	35	n	n
smoking	vine	Rauchen	Reben	9	n	n
auto	bright	auto	hell	11	n	j
beef	lamb	Rind-	Lammfleisch	34	n	n
glitter	scenery	Glitzer	Kulisse	26	v	n
leave	rusty	verlassen	verrostet	11	v	j
snow	sunshine	Schnee	Sonnenschein	24	n	n
fishing	shore	Angeln	Ufer	30	n	n
chicken	star	Huhn	Stern	9	n	n
pepper	soup	Pfeffer	Suppe	27	n	n
relax	restaurant	Entspannung	Restaurant	16	v	n
abstract	frog	Abstrakt	Frosch	4	j	n
breakfast	sleep	Frühstück	Schlaf	24	n	v
clothes	jean	Kleidung	Jeans	39	n	n
animal	zoo	Tier	Zoo	41	n	n
red	uniform	rot	einheitlich	16	j	j
canine	lick	Eckzahn	Leckstein	25	j	v
patio	room	Terrasse	Zimmer	26	n	n
nest	reptile	Nest	Reptil	27	n	n
bikini	sculpture	Bikini	Skulptur	7	n	n
feline	kitty	katzenartig	kätzchenhaft	44	j	n
ink	pencil	Tinte	Bleistift	32	n	n
man	woman	Mann	Frau	42	n	n
band	piano	Band	Klavier	33	n	n
crab	ink	Krabbe	Tinte	6	n	n
monkey	restaurant	Affe	Restaurant	5	n	n
black	colour	Schwarz	Farbe	35	j	n
aquarium	tank	Aquarium	Tank	43	n	n
belly	dirty	bauchfrei	schmutzig	13	n	j
apple	fruit	Apfel	Obst	44	n	n
butterfly	dragonfly	Schmetterling	Libelle	40	n	n
weather	wet	Wetter	nass	33	n	j
concert	musician	Konzert	Musiker	45	n	n
happy	stand	glücklich	stehen	17	j	v
decoration	wood	Dekoration	Holz	33	n	n
cocktail	dandelion	Cocktail	Löwenzahn	10	n	n
burger	mountain	burger	berg	5	n	n
beef	deer	Rindfleisch	Hirsch	26	n	n
car	park	Auto	Parken	33	n	n
ceramic	church	Keramik	Kirche	15	j	n
dog	terrier	Hund	Terrier	45	n	n
kiss	rusty	küssen	rosten	8	n	j
stripe	urban	stripe	urban	15	n	j
guy	people	Typ	Menschen	36	n	n
bedroom	cottage	Schlafzimmer	Häuschen	37	n	n
hamster	lock	Hamster	Schloss	15	n	v
paw	pet	Pfote	Haustier	37	n	n
fall	tear	Sturz	Riss	31	v	n
dark	pink	dunkel	rosa	22	j	j
morning	relax	Morgen	entspannen	23	n	v
dessert	tomato	Dessert	Tomate	14	n	n
cliff	sea	Klippe	Meer	27	n	n
dude	time	Kerl	Zeit	8	n	n
family	town	Familie	Stadt	16	n	n
bright	sun	hell	Sonne	45	j	n
footprint	tile	Grundfläche	Fliese	23	n	n
track	yellow	Spur	gelb	10	n	j
cafe	donut	Cafe	Donut	30	n	n
dark	flamingo	dunkel	flamingo	14	j	n
cafe	child	Cafe	Kind	11	n	n
copper	metal	Kupfer	Metall	48	n	n
jean	outfit	Jeans	Outfit	34	n	n
cooking	eat	kochen	essen	35	n	v
floor	kitchen	Boden	Küche	27	n	n
goose	swan	Gans	Schwan	39	n	n
scenery	sketch	Kulisse	Skizze	23	n	n
piano	wolf	Klavier	Wolf	5	n	n
pet	terrier	Haustier	Terrier	31	n	n
party	sink	Party	Spüle	6	n	v
flame	peacock	Flamme	Pfau	7	n	n
petal	twig	Blütenblatt	Zweig	29	n	n
tomato	whale	Tomate	Wal	3	n	n
amphibian	pelican	Amphibien	Pelikane	25	n	n
snow	snowman	Schnee	Schneemann	45	n	n
display	scratch	Display	Kratzer	12	n	n
arm	white	Arm	Weiß	16	n	j
door	stair	Tür	Treppe	30	n	n
feather	reptile	Feder	Reptil	13	n	n
daughter	pub	Tochter	Kneipe	9	n	n
downtown	sidewalk	Stadtzentrum	Bürgersteig	35	j	n
moon	sky	Mond	Himmel	37	n	n
flower	pink	Blume	rosa	33	n	j
haircut	pyramid	Haarschnitt	Pyramide	7	n	n
rail	train	Bahn	Zug	40	n	n
drive	lego	Antrieb	Lego	6	n	n
light	shed	Licht	verschütten	18	n	v
color	purple	Farbe	lila	37	n	j
beer	wild	Bier	Wild	13	n	j
tree	twig	Baum	Zweig	41	n	n
bacon	wild	Speck	Wild	10	n	j
cute	mammal	niedlich	Säugetier	20	j	n
sunglasses	weed	Sonnenbrille	Unkraut	5	n	n
female	makeup	weiblich	Make-up	30	j	n
day	dusk	Tag	Dämmerung	38	n	n
beauty	orchid	Schönheit	Orchidee	23	n	n
harbour	sink	hafen	sinken	25	n	v
room	staircase	Raum	Treppenhaus	31	n	n
flower	purple	Blume	lila	29	n	j
gull	insect	Möwe	Insekt	19	n	n
panda	pig	Panda	Schwein	26	n	n
eat	seagull	essen	Möwe	14	v	n
daffodil	plant	Narzisse	Pflanze	42	n	n
country	hang	Land	hängen	11	n	v
grass	lawn	Gras	Rasen	48	n	n
bed	bedroom	Bett	Schlafzimmer	42	n	n
tea	whisker	Tee	Schnurrbart	5	n	n
banana	foot	Banane	Fuß	9	n	n
flower	spring	Blume	Frühling	37	n	n
guitar	keyboard	Gitarre	Keyboard	33	n	n
hill	river	Hügel	Fluss	23	n	n
origami	white	Origami	Weiß	18	n	j
chicken	mammal	Huhn	Säugetier	25	n	n
abstract	candle	abstrakt	Kerze	13	j	n
hill	town	Hügel	Stadt	24	n	n
frozen	meat	gefroren	Fleisch	34	j	n
happy	tear	glücklich	weinen	27	j	n
orange	wet	orange	nass	8	j	j
object	piano	Objekt	Klavier	19	n	n
lick	marble	lecken	marmorieren	9	v	n
chess	sleep	Schach	Schlaf	6	n	v
lunch	restaurant	Mittagessen	Restaurant	33	n	n
hummingbird	mallard	Kolibri	Stockente	37	n	n
sink	sunset	Waschbecken	Sonnenuntergang	23	v	n
play	sailing	Spielen	Segeln	15	v	n
chair	word	Stuhl	Wort	6	n	n
black	white	schwarz	weiß	35	j	j
foliage	lily	Laub	Lilie	32	n	n
cattle	sheep	Rinder	Schafe	38	n	n
food	meat	Lebensmittel	Fleisch	42	n	n
daffodil	rose	Narzisse	Rose	37	n	n
pub	snowman	Kneipe	Schneemann	4	n	n
fire	movie	Feuer	Film	14	n	n
kitchen	sit	Küche	Sitz	27	n	v
dandelion	foliage	Löwenzahn	Laub	31	n	n
poster	tank	Poster	Tank	9	n	n
bed	sit	Bett	Sitz	27	n	v
harbor	port	hafen	hafen	42	n	n
jean	wash	jean	waschen	21	n	v
autumn	bud	Herbst	Knospe	20	n	n
gasoline	town	Benzin	Stadt	21	n	n
building	interior	Gebäude	Interieur	34	n	n
autumn	shade	Herbst	Schatten	23	n	n
happy	sit	glücklich	sitzen	11	j	v
grass	ski	Gras	Ski	8	n	n
family	friend	Familie	Freund	40	n	n
butterfly	leave	Schmetterling	verlassen	6	n	v
cake	library	Kuchen	Bibliothek	5	n	n
feather	truck	Feder	Lkw	1	n	n
port	sweet	port	süß	17	n	j
frog	tropical	Frosch	tropisch	26	n	j
festival	whisker	Fest	Schnurrbart	1	n	n
fruit	potato	Obst	Kartoffel	26	n	n
bus	subway	Bus	U-Bahn	37	n	n
butterfly	caterpillar	Schmetterling	Raupe	46	n	n
feather	hummingbird	Feder	Kolibri	37	n	n
guy	happy	Kerl	glücklich	12	n	j
frost	wet	Frost	Nässe	32	n	j
shade	violet	Farbton	Violett	25	n	n
daffodil	purple	Narzisse	lila	28	n	j
foliage	tall	Laub	hoch	23	n	j
sit	stop	sitzen	anhalten	27	v	v
highway	road	Autobahn	Straße	46	n	n
dirty	guy	schmutzig	Kerl	19	j	n
orange	pink	orange	rosa	33	j	j
path	sunflower	Weg	Sonnenblume	16	n	n
flight	jaguar	Flug	Jaguar	16	n	n
cafe	draw	Cafe	Auslosung	11	n	v
bay	cliff	Bucht	Klippe	29	n	n
grave	hat	Grab	Hut	2	n	n
bloom	tulip	Blüte	Tulpe	43	n	n
coin	ticket	Münze	Ticket	26	n	n
moon	sun	Mond	Sonne	36	n	n
downtown	lock	Innenstadt	Schloss	14	j	v
match	moss	Streichholz	Moos	11	n	n
daisy	grass	Gänseblümchen	Gras	36	n	n
door	floor	Tür	Boden	28	n	n
happy	walk	glücklich	gehen	14	j	v
line	lunch	Linie	Mittagessen	29	n	n
cold	mist	Kälte	Nebel	27	j	n
clock	pink	Uhr	rosa	9	n	j
harbour	ship	Hafen	Schiff	34	n	n
dead	guy	tot	Kerl	14	j	n
graphic	illustration	Grafik	Illustration	37	j	n
grey	pink	grau	rosa	32	j	j
break	glitter	Pause	Glitzer	10	n	v
outfit	rock	Outfit	Rock	10	n	n
carrot	salad	Karotte	Salat	39	n	n
spring	winter	Frühling	Winter	36	n	n
bottle	glass	Flasche	Glas	39	n	n
ruin	skyline	Ruine	Skyline	24	n	n
hotel	sand	Hotel	Sand	18	n	n
cottage	outfit	Hütte	Outfit	14	n	n
grey	yellow	grau	gelb	30	j	j
badge	metro	Ausweis	Metro	20	n	n
kiss	stop	küssen	anhalten	12	n	v
breakfast	lunch	Frühstück	Mittagessen	37	n	n
flower	weather	Blume	Wetter	27	n	n
skull	storm	Schädel	Sturm	5	n	n
splash	swim	planschen	schwimmen	42	n	v
frost	grass	Frost	Gras	24	n	n
color	violet	Farbe	Violett	42	n	n
match	stadium	Spiel	Stadion	29	n	n
dark	pod	dunkel	Hülse	22	j	n
forest	frog	Wald	Frosch	31	n	n
dragonfly	underwater	Libelle	Unterwasser	18	n	j
misty	weather	neblig	Wetter	37	j	n
puddle	street	Pfütze	Straße	25	n	n
machine	sketch	Maschine	Skizze	11	n	n
lick	rusty	lecken	rostig	5	v	j
amphibian	stork	Amphibie	Storch	16	n	n
alley	street	Gasse	Straße	37	n	n
face	guy	Gesicht	Typ	23	n	n
kiss	sit	küssen	sitzen	14	n	v
cooking	diner	kochen	dinieren	32	n	n
exhibition	work	Ausstellung	Arbeit	23	n	n
foliage	shade	Laub	Schatten	29	n	n
fruit	sunflower	Obst	Sonnenblumen	21	n	n
lens	storm	Linse	Sturm	10	n	n
grave	memorial	Grab	Gedenkstätte	37	n	n
light	shadow	Licht	Schatten	37	n	n
frost	spring	Frost	Frühling	24	n	n
bloom	twig	Blüte	Zweig	30	n	n
bacon	potato	Speck	Kartoffel	28	n	n
animal	mural	Tier	Wandbild	14	n	n
cat	feline	katze	katzenartig	48	n	j
chopper	poppy	Chopper	Mohn	7	n	n
pigeon	reading	Taube	Lesen	6	n	n
church	graveyard	Kirche	Friedhof	27	n	n
smile	walk	lächeln	gehen	18	n	v
apple	cherry	Apfel	Kirsche	38	n	n
flight	fly	Flug	Fliegen	42	n	v
dirty	eagle	schmutzig	Adler	8	j	n
dog	sailing	Hund	Segeln	9	n	n
cross	mug	Kreuz	Becher	11	n	n
fruit	orange	Obst	Orange	41	n	j
museum	scratch	Museum	Kratzer	7	n	n
cottage	patio	Häuschen	Innenhof	27	n	n
makeup	skull	Make-up	Totenkopf	15	n	n
lighting	person	Beleuchtung	Person	13	n	n
rusty	tear	rostig	reißen	7	j	n
day	time	Tag	Uhrzeit	39	n	n
candy	chocolate	Süßigkeiten	Schokolade	46	n	n
hang	mom	hängen	Mama	5	v	n
patio	pool	Terrasse	Pool	28	n	n
misty	rain	neblig	regen	39	j	n
cafe	shop	Cafe	Laden	39	n	n
gun	pizza	Pistole	Pizza	4	n	n
airplane	camera	Flugzeug	Kamera	13	n	n
berry	fruit	Beeren	Früchte	41	n	n
sit	smile	sitzen	lächeln	14	v	n
abandon	ruin	verwahrlosen	verfallen	32	v	n
branch	twig	Ast	Zweig	45	n	n
art	exhibition	Kunst	Ausstellung	34	n	n
pet	puppy	Haustier	Welpe	38	n	n
figure	spiral	Figur	Spirale	19	n	n
morning	sky	Morgen	Himmel	33	n	n
green	grey	grün	grau	36	j	j
dessert	noodle	Dessert	Nudel	22	n	n
lick	stop	lecken	stoppen	9	v	v
orange	shop	orange	Shop	13	j	n
cold	summer	Kälte	Sommer	19	j	n
summer	weather	Sommer	Wetter	40	n	n
misty	sky	neblig	Himmel	22	j	n
drop	fun	Tropfen	Spaß	7	v	n
autumn	foliage	Herbst	Laub	37	n	n
cute	music	niedlich	Musik	14	j	n
clothes	sexy	Kleidung	sexy	27	n	j
match	play	Spiel	Spaß	30	n	v
belly	stripe	bauchig	gestreift	11	n	n
coast	shore	Küste	Ufer	40	n	n
leather	sunshine	Leder	Sonnenschein	5	n	n
rain	sunny	Regen	Sonne	32	n	j
cute	fun	süß	lustig	19	j	n
dragonfly	pond	Libelle	Teich	32	n	n
clothes	skyline	Kleidung	Skyline	10	n	n
metro	railway	Metro	Eisenbahn	37	n	n
mallard	poster	Stockente	Poster	7	n	n
smoke	sun	Rauch	Sonne	25	n	n
makeup	town	Schminke	Stadt	19	n	n
bright	star	hell	sternförmig	33	j	n
cone	hill	Kegel	Hügel	20	n	n
colorful	outfit	bunt	Outfit	30	j	n
band	play	Band	Spiel	37	n	v
bay	parking	Bucht	Parkplatz	14	n	n
downtown	urban	innerstädtisch	urban	36	j	j
bird	shade	Vogel	Schatten	19	n	n
crane	wild	Kranich	Wild	25	n	j
orange	violet	orange	violett	33	j	n
dirty	hand	schmutzig	Hand	24	j	n
abandon	button	aufgeben	Taste	9	v	n
cheetah	flame	Gepard	Flamme	6	n	n
misty	sunset	neblig	Sonnenuntergang	22	j	n
potato	rice	Kartoffel	Reis	34	n	n
miniature	paint	Miniatur	Farbe	19	j	v
cemetery	grave	Friedhof	Grab	40	n	n
dessert	lunch	Dessert	Mittagessen	23	n	n
bathroom	dude	Bad	Kumpel	11	n	n
sport	swimming	Sport	Schwimmen	34	n	n
cocktail	restaurant	cocktail	restaurant	36	n	n
restaurant	sushi	Restaurant	Sushi	33	n	n
gun	jaguar	Pistole	Jaguar	7	n	n
meat	moon	Fleisch	Mond	4	n	n
wash	water	Waschen	Wasser	37	v	n
mug	vehicle	Becher	Fahrzeug	8	n	n
rope	shore	Seil	Ufer	13	n	n
dragon	furniture	Drache	Möbel	5	n	n
cone	palm	Kegel	Palme	19	n	n
sunrise	sunset	Sonnenaufgang	Sonnenuntergang	42	n	n
misty	morning	neblig	morgendlich	28	j	n
hat	peel	Hut	Schale	12	n	n
feel	guy	Gefühl	Typ	13	v	n
bacon	meat	Speck	Fleisch	44	n	n
red	yellow	rot	gelb	41	j	j
bakery	shop	Bäckerei	Laden	39	n	n
bride	dress	Braut	Kleid	38	n	n
bakery	vehicle	Bäckerei	Fahrzeug	16	n	n
bloom	violet	Blüte	Veilchen	33	n	n
military	tomato	Militär	Tomate	2	j	n
brick	concrete	Ziegel	Beton	37	n	j
line	underground	Leitung	Untergrund	16	n	j
breakfast	staircase	Frühstück	Treppenhaus	5	n	n
colour	purple	Farbe	Lila	38	n	j
cafe	street	Cafe	Straße	24	n	n
feather	gull	Feder	Möwe	33	n	n
costume	shirt	Kostüm	Hemd	30	n	n
hockey	sport	Hockey	Sport	42	n	n
floor	sit	Boden	sitzen	20	n	v
bird	dragonfly	Vogel	Libelle	28	n	n
kitchen	staircase	Küche	Treppenhaus	16	n	n
coast	harbour	Küste	Hafen	40	n	n
holiday	travel	Urlaub	Reisen	37	n	n
copper	silver	Kupfer	Silber	38	n	n
coast	valley	Küste	Tal	25	n	n
dude	sexy	kumpelhaft	sexy	25	n	j
rope	train	Seil	Zug	13	n	n
gold	silver	Gold	Silber	40	n	n
orange	purple	orange	lila	37	j	j
field	skyscraper	Feld	Wolkenkratzer	23	n	n
black	purple	schwarz	lila	36	j	j
party	sailing	Party	Segeln	14	n	n
bath	patio	Bad	Terrasse	22	n	n
pumpkin	road	Kürbis	Straße	7	n	n
bird	parrot	Vogel	Papagei	41	n	n
architecture	design	Architektur	Design	39	n	n
flamingo	insect	Flamingo	Insekt	20	n	n
ink	tropical	Tinte	tropisch	6	n	j
deer	insect	Hirsch	Insekt	23	n	n
hill	rust	Hügel	Rost	5	n	n
dude	friend	Kumpel	Freund	30	n	n
gate	hotel	Tor	Hotel	20	n	n
mist	misty	nebelig	dunstig	46	n	j
rain	sun	Regen	Sonne	30	n	n
cold	rain	Kälte	Regen	31	j	n
elephant	giraffe	Elefant	Giraffe	40	n	n
amphibian	insect	Amphibie	Insekt	27	n	n
guy	stop	Typ	Halt	7	n	v
pink	white	rosa	weiß	33	j	j
city	family	Stadt	Familie	12	n	n
cat	paw	Katze	Pfote	43	n	n
cliff	waterfall	Klippe	Wasserfall	30	n	n
cold	frost	Kälte	Frost	39	j	n
harbour	port	Hafen	Hafen	45	n	n
exhibition	painting	Ausstellung	Malerei	31	n	n
blue	bright	blau	hell	25	j	j
park	skate	parken	skaten	26	n	n
eat	meat	essen	Fleisch	35	v	n
brown	red	braun	rot	32	j	j
bird	mammal	Vogel	Säugetier	29	n	n
building	concrete	Bau	Beton	32	n	j
ad	track	Anzeige	Spur	15	n	n
guy	haircut	Typ	Haarschnitt	32	n	n
harbor	sink	Hafen	Senke	24	n	v
book	write	buchen	schreiben	36	n	v
cake	rusty	Kuchen	rostig	6	n	j
grey	white	grau	weiß	37	j	j
grave	number	Grab	Nummer	20	n	n
porch	scooter	Veranda	Motorroller	12	n	n
friend	sit	Freund	sitzen	14	n	v
day	morning	Tag	Morgen	41	n	n
skin	skirt	Haut	Schürze	21	n	n
shade	tree	Schatten	Baum	45	n	n
note	rally	Hinweis	Kundgebung	14	n	n
flag	stripe	Flagge	Streifen	28	n	n
bloom	glitter	blühen	glitzern	19	n	v
pub	restaurant	Kneipe	Restaurant	39	n	n
cold	wash	kalt	waschen	20	j	v
breakfast	night	Frühstück	Nacht	15	n	n
desert	smoke	Wüste	Rauch	11	n	n
eat	food	Essen	Trinken	43	v	n
painting	sculpture	Malerei	Bildhauerei	38	n	n
cooking	soup	Kochen	Suppe	34	n	n
bucket	insect	Eimer	Insekt	13	n	n
mountain	valley	Berg	Tal	41	n	n
happy	night	glücklich	Nacht	17	j	n
foliage	rose	Laub	Rose	33	n	n
insect	mammal	Insekt	Säugetier	25	n	n
skate	vehicle	Schlittschuh	Fahrzeug	22	n	n
dawn	dusk	Morgengrauen	Abenddämmerung	38	n	n
feline	pumpkin	Katze	Kürbis	8	j	n
blossom	purple	Blüte	lila	31	n	j
art	sailing	Kunst	Segeln	11	n	n
lunch	sunshine	Mittagessen	Sonnenschein	12	n	n
barn	food	Scheune	Essen	21	n	n
meat	pepper	Fleisch	Pfeffer	25	n	n
dessert	sandwich	Nachspeise	Sandwich	23	n	n
food	noodle	Essen	Nudeln	36	n	n
landscape	stadium	Landschaft	Stadion	18	n	n
guitar	vinyl	Gitarre	Vinyl	20	n	n
baseball	club	Baseball	Verein	27	n	n
sun	sunny	Sonne	sonnig	44	n	j
stream	waterfall	Bach	Wasserfall	39	n	n
country	library	Land	Bibliothek	17	n	n
pole	weather	Mast	Wetter	15	n	n
game	rocket	Spiel	Rakete	20	n	n
gravestone	graveyard	Grabstein	Friedhof	47	n	n
scenery	waterfall	Kulisse	Wasserfall	38	n	n
burger	frozen	Burger	Tiefkühlkost	19	n	j
family	live	Familie	Leben	25	n	v
fun	stop	Spaß	Halt	11	n	v
shirt	white	Hemd	weiß	29	n	j
car	tongue	Auto	Zunge	4	n	n
bath	wash	baden	waschen	41	n	v
burn	flame	brennen	flammen	46	v	n
beef	meat	Rindfleisch	Fleisch	43	n	n
haircut	hang	Haarschnitt	Aufhängen	15	n	v
face	hang	Gesicht	hängen	10	n	v
lip	tongue	Lippe	Zunge	41	n	n
paint	picture	Farbe	Bild	37	v	n
guy	wire	Abspannung	Draht	13	n	n
cliff	shore	Klippe	Ufer	21	n	n
purple	white	lila	weiß	36	j	j
downtown	ruin	Stadtzentrum	Ruine	20	j	n
coast	hill	Küste	Hügel	28	n	n
valley	village	Tal	Dorf	25	n	n
dragonfly	wine	Libelle	Wein	4	n	n
cloud	sunlight	Wolke	Sonnenlicht	30	n	n
band	outfit	Band	Outfit	22	n	n
clothes	transformer	Kleidung	Transformator	9	n	n
painting	work	Malen	Arbeiten	18	n	n
flower	garden	Blume	Garten	48	n	n
bread	eat	Brot	essen	38	n	v
cottage	garden	Häuschen	Garten	27	n	n
amphibian	hummingbird	Amphibie	Kolibri	20	n	n
jean	map	jean	Karte	8	n	n
stand	walk	Stehen	Gehen	28	v	v
port	ship	Hafen	Schiff	43	n	n
ceiling	staircase	Decke	Treppenhaus	32	n	n
lick	paw	Lecken	Pfötchen geben	29	v	n
guitar	sing	Gitarre	Gesang	34	n	v
cloud	ripple	Wolke	Restwelligkeit	27	n	n
lighting	panda	Beleuchtung	Panda	9	n	n
brick	ceiling	Ziegel	Decke	28	n	n
lily	purple	Lilie	lila	27	n	j
alley	bloom	Gasse	Blüte	10	n	n
book	smoking	Buch	Rauchen	8	n	n
petal	tulip	Blütenblatt	Tulpe	41	n	n
kitchen	wedding	Küche	Hochzeit	5	n	n
station	subway	Bahnhof	U-Bahn	47	n	n
couple	makeup	Paar	Make-up	18	n	n
face	smile	Gesicht	Lächeln	38	n	n
art	graphic	Kunst	Grafik	39	n	j
reptile	rodent	Reptil	Nagetier	30	n	n
car	vehicle	Auto	Fahrzeug	46	n	n
cross	outfit	Kreuz	Outfit	12	n	n
circle	sport	Kreis	Sport	13	n	n
berry	strawberry	Beere	Erdbeere	44	n	n
blossom	violet	Blüte	Veilchen	30	n	n
angel	gasoline	Engel	Benzin	1	n	n
club	hockey	Club	Hockey	30	n	n
amphibian	bird	Amphibien	Vögel	29	n	n
floor	porch	Boden	Veranda	31	n	n
jump	leg	Sprung	Bein	31	n	n
hawk	mammal	Falke	Säugetier	24	n	n
chapel	whisker	Kapelle	Schnurrbart	6	n	n
miniature	painting	Miniatur	Malerei	23	j	n
lily	petal	Lilie	Blütenblatt	36	n	n
market	sushi	Markt	Sushi	22	n	n
rabbit	stop	Kaninchen	Stopp	9	n	v
husky	play	Husky	Spiel	14	n	v
cafe	lunch	Cafe	Mittagessen	40	n	n
flower	yellow	Blume	Gelb	31	n	j
shirt	show	Shirt	Show	10	n	n
footprint	scooter	Fußabdruck	Scooter	10	n	n
chocolate	squirrel	Schokolade	Eichhörnchen	5	n	n
bright	mist	hell	neblig	15	j	n
horse	work	Pferd	Arbeit	21	n	n
cat	whisker	Katze	Schnurrhaar	40	n	n
dude	husky	Kumpel	Husky	16	n	n
bed	patio	Bett	Terrasse	20	n	n
ceiling	patio	Decke	Patio	16	n	n
cloud	rain	Wolke	Regen	40	n	n
amphibian	wild	amphibisch	wild	24	n	j
bride	photographer	Braut	Fotograf	31	n	n
bathroom	patio	Bad	Terrasse	20	n	n
shade	twig	Schatten	Zweig	22	n	n
rock	sing	rocken	singen	22	n	v
pink	yellow	rosa	gelb	36	j	j
street	town	Straße	Ort	32	n	n
machine	wash	Maschine	waschen	35	n	v
hotel	relax	Hotel	Entspannung	29	n	v
brown	green	braun	grün	38	j	j
drip	water	Tropf	Wasser	36	v	n
dusk	gull	Abenddämmerung	Möwe	17	n	n
dirt	gymnastics	Schmutz	Gymnastik	8	n	n
hair	lizard	Haare	Eidechse	11	n	n
breakfast	people	Frühstück	Menschen	17	n	n
sunshine	weather	Sonnenschein	Wetter	37	n	n
glitter	vintage	Glitzer	Vintage	16	v	j
morning	night	morgens	abends	37	n	n
baseball	cheetah	Baseball	Gepard	6	n	n
brick	skyscraper	Ziegel	Wolkenkratzer	26	n	n
butterfly	stadium	Schmetterling	Stadion	7	n	n
foot	tall	groß	schlank	30	n	j
bus	rail	Bus	Bahn	26	n	n
makeup	race	Make-up	Rasse	7	n	n
friend	leave	Freund	verlassen	10	n	v
doodle	scratch	kritzeln	kratzen	28	n	n
clothes	dress	Kleidung	Kleidung	45	n	n
sweet	wine	Süßes	Wein	26	j	n
cloud	sunshine	Wolke	Sonnenschein	34	n	n
iris	necklace	Schwertlilie	Halskette	13	n	n
strawberry	sweet	Erdbeere	süß	44	n	j
house	windmill	Haus	Windmühle	18	n	n
city	live	Stadt	leben	32	n	v
insect	reptile	Insekt	Reptil	34	n	n
ice	snow	Eis	Schnee	46	n	n
